cache_index,dataset,reference,split
18751,koniq10k,koniq10k/85119046.jpg,val
18757,koniq10k,koniq10k/8515582085.jpg,val
18759,koniq10k,koniq10k/8516080909.jpg,val
18760,koniq10k,koniq10k/8517283347.jpg,val
18762,koniq10k,koniq10k/8517575081.jpg,val
18765,koniq10k,koniq10k/8518610606.jpg,val
18768,koniq10k,koniq10k/8520990466.jpg,val
18782,koniq10k,koniq10k/8528201518.jpg,val
18796,koniq10k,koniq10k/8532727626.jpg,val
18797,koniq10k,koniq10k/8533373653.jpg,val
18798,koniq10k,koniq10k/8533805271.jpg,val
18800,koniq10k,koniq10k/8535035859.jpg,val
18801,koniq10k,koniq10k/8535232822.jpg,val
18802,koniq10k,koniq10k/8537113381.jpg,val
18804,koniq10k,koniq10k/8539488665.jpg,val
18814,koniq10k,koniq10k/8546237134.jpg,val
18816,koniq10k,koniq10k/8546547724.jpg,val
18817,koniq10k,koniq10k/8546838188.jpg,val
18819,koniq10k,koniq10k/8547424731.jpg,val
18826,koniq10k,koniq10k/8551620615.jpg,val
18832,koniq10k,koniq10k/8553130419.jpg,val
18842,koniq10k,koniq10k/8558582535.jpg,val
18844,koniq10k,koniq10k/8560160557.jpg,val
18851,koniq10k,koniq10k/8565023764.jpg,val
18856,koniq10k,koniq10k/8567636458.jpg,val
18858,koniq10k,koniq10k/8568057395.jpg,val
18862,koniq10k,koniq10k/8569001906.jpg,val
18863,koniq10k,koniq10k/8570186179.jpg,val
18883,koniq10k,koniq10k/8590498036.jpg,val
18889,koniq10k,koniq10k/8595845896.jpg,val
18892,koniq10k,koniq10k/8596349698.jpg,val
18915,koniq10k,koniq10k/8606964079.jpg,val
18920,koniq10k,koniq10k/8608242752.jpg,val
18928,koniq10k,koniq10k/8611793668.jpg,val
18930,koniq10k,koniq10k/8613516565.jpg,val
18932,koniq10k,koniq10k/8615148214.jpg,val
18936,koniq10k,koniq10k/8616750908.jpg,val
18938,koniq10k,koniq10k/8617343673.jpg,val
18940,koniq10k,koniq10k/8617517082.jpg,val
18941,koniq10k,koniq10k/8617920561.jpg,val
18947,koniq10k,koniq10k/8620919369.jpg,val
18950,koniq10k,koniq10k/86243803.jpg,val
18954,koniq10k,koniq10k/8627391076.jpg,val
18955,koniq10k,koniq10k/8627453045.jpg,val
18957,koniq10k,koniq10k/8628548669.jpg,val
18958,koniq10k,koniq10k/8629754639.jpg,val
18960,koniq10k,koniq10k/8630845484.jpg,val
18968,koniq10k,koniq10k/8634679976.jpg,val
18970,koniq10k,koniq10k/8635239066.jpg,val
18979,koniq10k,koniq10k/8639669088.jpg,val
18986,koniq10k,koniq10k/8641316746.jpg,val
18993,koniq10k,koniq10k/8644207930.jpg,val
19003,koniq10k,koniq10k/8645927718.jpg,val
19008,koniq10k,koniq10k/8648111033.jpg,val
19014,koniq10k,koniq10k/8651960690.jpg,val
19015,koniq10k,koniq10k/8652814108.jpg,val
19020,koniq10k,koniq10k/8654833683.jpg,val
19032,koniq10k,koniq10k/8665859306.jpg,val
19036,koniq10k,koniq10k/8667640386.jpg,val
19041,koniq10k,koniq10k/8668432915.jpg,val
19042,koniq10k,koniq10k/8668692139.jpg,val
19046,koniq10k,koniq10k/8669807326.jpg,val
19051,koniq10k,koniq10k/8670524662.jpg,val
19054,koniq10k,koniq10k/8673060245.jpg,val
19055,koniq10k,koniq10k/8673410143.jpg,val
19057,koniq10k,koniq10k/8675618794.jpg,val
19065,koniq10k,koniq10k/8681619509.jpg,val
19074,koniq10k,koniq10k/8688672632.jpg,val
19076,koniq10k,koniq10k/8691429186.jpg,val
19080,koniq10k,koniq10k/8693045087.jpg,val
19085,koniq10k,koniq10k/8695656651.jpg,val
19090,koniq10k,koniq10k/8697765454.jpg,val
19092,koniq10k,koniq10k/8699039377.jpg,val
19100,koniq10k,koniq10k/8702541866.jpg,val
19107,koniq10k,koniq10k/8704133333.jpg,val
19109,koniq10k,koniq10k/8705536207.jpg,val
19122,koniq10k,koniq10k/8714823724.jpg,val
19133,koniq10k,koniq10k/8720193519.jpg,val
19137,koniq10k,koniq10k/8723579314.jpg,val
19138,koniq10k,koniq10k/8724425373.jpg,val
19143,koniq10k,koniq10k/8726378587.jpg,val
19150,koniq10k,koniq10k/8729158424.jpg,val
19156,koniq10k,koniq10k/8731143356.jpg,val
19160,koniq10k,koniq10k/8732282616.jpg,val
19161,koniq10k,koniq10k/8732397324.jpg,val
19163,koniq10k,koniq10k/8732953050.jpg,val
19164,koniq10k,koniq10k/8733519611.jpg,val
19165,koniq10k,koniq10k/8733562507.jpg,val
19172,koniq10k,koniq10k/8736879292.jpg,val
19176,koniq10k,koniq10k/8743944148.jpg,val
19184,koniq10k,koniq10k/8748661037.jpg,val
19187,koniq10k,koniq10k/8750299747.jpg,val
19188,koniq10k,koniq10k/8750929874.jpg,val
19193,koniq10k,koniq10k/8751458979.jpg,val
19201,koniq10k,koniq10k/8756419280.jpg,val
19203,koniq10k,koniq10k/8762864048.jpg,val
19210,koniq10k,koniq10k/8781313469.jpg,val
19211,koniq10k,koniq10k/8781992421.jpg,val
19217,koniq10k,koniq10k/8802725309.jpg,val
19219,koniq10k,koniq10k/8814635311.jpg,val
19226,koniq10k,koniq10k/8830329798.jpg,val
19229,koniq10k,koniq10k/8840187174.jpg,val
19246,koniq10k,koniq10k/8864018641.jpg,val
19248,koniq10k,koniq10k/8867729088.jpg,val
19253,koniq10k,koniq10k/8878353214.jpg,val
19254,koniq10k,koniq10k/8880556755.jpg,val
19260,koniq10k,koniq10k/8885623781.jpg,val
19263,koniq10k,koniq10k/8891540889.jpg,val
19265,koniq10k,koniq10k/8891882667.jpg,val
19268,koniq10k,koniq10k/8894308933.jpg,val
19272,koniq10k,koniq10k/8899231880.jpg,val
19274,koniq10k,koniq10k/8902141836.jpg,val
19281,koniq10k,koniq10k/8906347187.jpg,val
19289,koniq10k,koniq10k/8914830252.jpg,val
19290,koniq10k,koniq10k/8916793773.jpg,val
19299,koniq10k,koniq10k/8925668401.jpg,val
19306,koniq10k,koniq10k/8930562482.jpg,val
19315,koniq10k,koniq10k/8937929358.jpg,val
19325,koniq10k,koniq10k/8944011983.jpg,val
19334,koniq10k,koniq10k/8970878075.jpg,val
19342,koniq10k,koniq10k/8975860650.jpg,val
19343,koniq10k,koniq10k/8977825134.jpg,val
19348,koniq10k,koniq10k/8985407469.jpg,val
19349,koniq10k,koniq10k/8985551582.jpg,val
19356,koniq10k,koniq10k/8988227086.jpg,val
19357,koniq10k,koniq10k/8988404310.jpg,val
19361,koniq10k,koniq10k/8995226934.jpg,val
19362,koniq10k,koniq10k/8997198808.jpg,val
19364,koniq10k,koniq10k/8999325582.jpg,val
19366,koniq10k,koniq10k/9002014430.jpg,val
19368,koniq10k,koniq10k/9003236001.jpg,val
19369,koniq10k,koniq10k/9004727133.jpg,val
19374,koniq10k,koniq10k/9016868192.jpg,val
19381,koniq10k,koniq10k/9028566654.jpg,val
19383,koniq10k,koniq10k/9029712750.jpg,val
19396,koniq10k,koniq10k/9041103039.jpg,val
19417,koniq10k,koniq10k/9062040259.jpg,val
19420,koniq10k,koniq10k/9064490305.jpg,val
19425,koniq10k,koniq10k/9068148685.jpg,val
19427,koniq10k,koniq10k/9069849690.jpg,val
19433,koniq10k,koniq10k/9074183822.jpg,val
19434,koniq10k,koniq10k/9076304306.jpg,val
19435,koniq10k,koniq10k/9076672562.jpg,val
19450,koniq10k,koniq10k/9106148302.jpg,val
19456,koniq10k,koniq10k/9111310939.jpg,val
19462,koniq10k,koniq10k/9118228667.jpg,val
19470,koniq10k,koniq10k/9122759800.jpg,val
19473,koniq10k,koniq10k/9130643186.jpg,val
19478,koniq10k,koniq10k/9132059359.jpg,val
19480,koniq10k,koniq10k/9135317445.jpg,val
19482,koniq10k,koniq10k/9136502604.jpg,val
19488,koniq10k,koniq10k/9141403760.jpg,val
19499,koniq10k,koniq10k/9154784652.jpg,val
19509,koniq10k,koniq10k/9166594378.jpg,val
19510,koniq10k,koniq10k/9166911645.jpg,val
19512,koniq10k,koniq10k/9175070760.jpg,val
19520,koniq10k,koniq10k/9186366283.jpg,val
19524,koniq10k,koniq10k/9194756449.jpg,val
19525,koniq10k,koniq10k/9195069146.jpg,val
19533,koniq10k,koniq10k/9201324227.jpg,val
19542,koniq10k,koniq10k/9211639075.jpg,val
19544,koniq10k,koniq10k/9211913717.jpg,val
19545,koniq10k,koniq10k/9211948856.jpg,val
19550,koniq10k,koniq10k/9214795039.jpg,val
19555,koniq10k,koniq10k/9217457237.jpg,val
19556,koniq10k,koniq10k/9220351854.jpg,val
19563,koniq10k,koniq10k/9225485643.jpg,val
19567,koniq10k,koniq10k/9226799273.jpg,val
19573,koniq10k,koniq10k/9232371989.jpg,val
19578,koniq10k,koniq10k/9237243302.jpg,val
19581,koniq10k,koniq10k/9238616212.jpg,val
19589,koniq10k,koniq10k/9245144961.jpg,val
19599,koniq10k,koniq10k/9251645143.jpg,val
19601,koniq10k,koniq10k/9255279783.jpg,val
19607,koniq10k,koniq10k/9258059092.jpg,val
19608,koniq10k,koniq10k/9259054228.jpg,val
19616,koniq10k,koniq10k/9269067450.jpg,val
19617,koniq10k,koniq10k/9269195837.jpg,val
19624,koniq10k,koniq10k/9283273348.jpg,val
19625,koniq10k,koniq10k/9283322341.jpg,val
19627,koniq10k,koniq10k/9284861098.jpg,val
19630,koniq10k,koniq10k/9287500291.jpg,val
19633,koniq10k,koniq10k/9290321332.jpg,val
19640,koniq10k,koniq10k/9299238943.jpg,val
19645,koniq10k,koniq10k/9304089120.jpg,val
19650,koniq10k,koniq10k/9307347958.jpg,val
19657,koniq10k,koniq10k/9318914214.jpg,val
19658,koniq10k,koniq10k/9321343770.jpg,val
19664,koniq10k,koniq10k/9326601195.jpg,val
19665,koniq10k,koniq10k/9327556810.jpg,val
19669,koniq10k,koniq10k/9329940580.jpg,val
19677,koniq10k,koniq10k/9335639356.jpg,val
19702,koniq10k,koniq10k/9352087961.jpg,val
19704,koniq10k,koniq10k/9353536560.jpg,val
19708,koniq10k,koniq10k/9363143543.jpg,val
19712,koniq10k,koniq10k/9369983914.jpg,val
19713,koniq10k,koniq10k/9372136957.jpg,val
19718,koniq10k,koniq10k/9376075949.jpg,val
19733,koniq10k,koniq10k/9401387705.jpg,val
19735,koniq10k,koniq10k/940371579.jpg,val
19741,koniq10k,koniq10k/9407500995.jpg,val
19742,koniq10k,koniq10k/9408208696.jpg,val
19751,koniq10k,koniq10k/9424457746.jpg,val
19754,koniq10k,koniq10k/9427704319.jpg,val
19765,koniq10k,koniq10k/9438332547.jpg,val
19766,koniq10k,koniq10k/9438428165.jpg,val
19774,koniq10k,koniq10k/9445529272.jpg,val
19780,koniq10k,koniq10k/9458038705.jpg,val
19785,koniq10k,koniq10k/9460489511.jpg,val
19786,koniq10k,koniq10k/9461924966.jpg,val
19790,koniq10k,koniq10k/9467289840.jpg,val
19792,koniq10k,koniq10k/9468744508.jpg,val
19793,koniq10k,koniq10k/9469622762.jpg,val
19796,koniq10k,koniq10k/9472829997.jpg,val
19809,koniq10k,koniq10k/9482188665.jpg,val
19815,koniq10k,koniq10k/9484990711.jpg,val
19823,koniq10k,koniq10k/9488864072.jpg,val
19828,koniq10k,koniq10k/9494293866.jpg,val
19835,koniq10k,koniq10k/9497710012.jpg,val
19836,koniq10k,koniq10k/9497810800.jpg,val
19837,koniq10k,koniq10k/9498977620.jpg,val
19839,koniq10k,koniq10k/95019293.jpg,val
19841,koniq10k,koniq10k/950420073.jpg,val
19848,koniq10k,koniq10k/9510794857.jpg,val
19853,koniq10k,koniq10k/9515243339.jpg,val
19854,koniq10k,koniq10k/9517140367.jpg,val
19859,koniq10k,koniq10k/9521784071.jpg,val
19867,koniq10k,koniq10k/9526789940.jpg,val
19876,koniq10k,koniq10k/9530920367.jpg,val
19877,koniq10k,koniq10k/9530922505.jpg,val
19882,koniq10k,koniq10k/9536683213.jpg,val
19891,koniq10k,koniq10k/9543397077.jpg,val
19895,koniq10k,koniq10k/9546481286.jpg,val
19896,koniq10k,koniq10k/9547511197.jpg,val
19900,koniq10k,koniq10k/9550673458.jpg,val
19903,koniq10k,koniq10k/9557331185.jpg,val
19907,koniq10k,koniq10k/9562837541.jpg,val
19909,koniq10k,koniq10k/9566357532.jpg,val
19910,koniq10k,koniq10k/9567386872.jpg,val
19914,koniq10k,koniq10k/95721252.jpg,val
19915,koniq10k,koniq10k/9572676975.jpg,val
19918,koniq10k,koniq10k/9578088583.jpg,val
19927,koniq10k,koniq10k/9584563009.jpg,val
19932,koniq10k,koniq10k/9587630414.jpg,val
19934,koniq10k,koniq10k/9589321595.jpg,val
19966,koniq10k,koniq10k/9629455923.jpg,val
19967,koniq10k,koniq10k/9629668489.jpg,val
19969,koniq10k,koniq10k/9630325643.jpg,val
19971,koniq10k,koniq10k/9633489441.jpg,val
19980,koniq10k,koniq10k/9646156379.jpg,val
19982,koniq10k,koniq10k/9648319367.jpg,val
19983,koniq10k,koniq10k/9648549075.jpg,val
19986,koniq10k,koniq10k/9651547204.jpg,val
19999,koniq10k,koniq10k/9657756963.jpg,val
20000,koniq10k,koniq10k/965852463.jpg,val
20007,koniq10k,koniq10k/9668766101.jpg,val
20013,koniq10k,koniq10k/9673401997.jpg,val
20014,koniq10k,koniq10k/9674243129.jpg,val
20019,koniq10k,koniq10k/9678381010.jpg,val
20025,koniq10k,koniq10k/9685106937.jpg,val
20028,koniq10k,koniq10k/9687081006.jpg,val
20029,koniq10k,koniq10k/9687603044.jpg,val
20033,koniq10k,koniq10k/9690359369.jpg,val
20037,koniq10k,koniq10k/9694884270.jpg,val
20042,koniq10k,koniq10k/9700460977.jpg,val
20043,koniq10k,koniq10k/9701303901.jpg,val
20046,koniq10k,koniq10k/9702908989.jpg,val
20050,koniq10k,koniq10k/9707926050.jpg,val
20062,koniq10k,koniq10k/9719700871.jpg,val
20066,koniq10k,koniq10k/9723327327.jpg,val
20075,koniq10k,koniq10k/9730872137.jpg,val
20079,koniq10k,koniq10k/9737356732.jpg,val
20097,koniq10k,koniq10k/9767373513.jpg,val
20098,koniq10k,koniq10k/9767747482.jpg,val
20099,koniq10k,koniq10k/9768426856.jpg,val
20101,koniq10k,koniq10k/9768559232.jpg,val
20102,koniq10k,koniq10k/9768629394.jpg,val
20105,koniq10k,koniq10k/9770742411.jpg,val
20107,koniq10k,koniq10k/9774901765.jpg,val
20108,koniq10k,koniq10k/9777290841.jpg,val
20110,koniq10k,koniq10k/9784161203.jpg,val
20114,koniq10k,koniq10k/9795395745.jpg,val
20121,koniq10k,koniq10k/9814999.jpg,val
20128,koniq10k,koniq10k/9823108104.jpg,val
20129,koniq10k,koniq10k/9823593036.jpg,val
20137,koniq10k,koniq10k/9843144115.jpg,val
20157,koniq10k,koniq10k/9910043795.jpg,val
20159,koniq10k,koniq10k/9913105155.jpg,val
20160,koniq10k,koniq10k/9915601385.jpg,val
20167,koniq10k,koniq10k/9927178013.jpg,val
20169,koniq10k,koniq10k/9932883805.jpg,val
20170,koniq10k,koniq10k/9933953566.jpg,val
20173,koniq10k,koniq10k/99355212.jpg,val
20176,koniq10k,koniq10k/9937341544.jpg,val
20177,koniq10k,koniq10k/9941134286.jpg,val
20181,koniq10k,koniq10k/9945099433.jpg,val
20189,koniq10k,koniq10k/9975733946.jpg,val
20193,koniq10k,koniq10k/9984535544.jpg,val
20201,spaq,spaq/00004,val
20221,spaq,spaq/00024,val
20239,spaq,spaq/00042,val
20241,spaq,spaq/00044,val
20255,spaq,spaq/00058,val
20258,spaq,spaq/00061,val
20262,spaq,spaq/00065,val
20264,spaq,spaq/00067,val
20272,spaq,spaq/00075,val
20283,spaq,spaq/00086,val
20291,spaq,spaq/00094,val
20294,spaq,spaq/00097,val
20295,spaq,spaq/00098,val
20302,spaq,spaq/00105,val
20303,spaq,spaq/00106,val
20307,spaq,spaq/00110,val
20308,spaq,spaq/00111,val
20311,spaq,spaq/00114,val
20318,spaq,spaq/00121,val
20326,spaq,spaq/00129,val
20331,spaq,spaq/00134,val
20333,spaq,spaq/00136,val
20336,spaq,spaq/00139,val
20337,spaq,spaq/00140,val
20348,spaq,spaq/00151,val
20351,spaq,spaq/00154,val
20353,spaq,spaq/00156,val
20362,spaq,spaq/00165,val
20368,spaq,spaq/00171,val
20374,spaq,spaq/00177,val
20378,spaq,spaq/00181,val
20381,spaq,spaq/00184,val
20384,spaq,spaq/00187,val
20393,spaq,spaq/00196,val
20394,spaq,spaq/00197,val
20400,spaq,spaq/00203,val
20401,spaq,spaq/00204,val
20402,spaq,spaq/00205,val
20403,spaq,spaq/00206,val
20410,spaq,spaq/00213,val
20421,spaq,spaq/00224,val
20426,spaq,spaq/00229,val
20439,spaq,spaq/00242,val
20447,spaq,spaq/00250,val
20448,spaq,spaq/00251,val
20450,spaq,spaq/00253,val
20456,spaq,spaq/00259,val
20461,spaq,spaq/00264,val
20468,spaq,spaq/00271,val
20473,spaq,spaq/00276,val
20475,spaq,spaq/00278,val
20476,spaq,spaq/00279,val
20479,spaq,spaq/00282,val
20480,spaq,spaq/00283,val
20482,spaq,spaq/00285,val
20484,spaq,spaq/00287,val
20485,spaq,spaq/00288,val
20486,spaq,spaq/00289,val
20487,spaq,spaq/00290,val
20502,spaq,spaq/00305,val
20503,spaq,spaq/00306,val
20508,spaq,spaq/00311,val
20511,spaq,spaq/00314,val
20528,spaq,spaq/00331,val
20531,spaq,spaq/00334,val
20537,spaq,spaq/00340,val
20542,spaq,spaq/00345,val
20543,spaq,spaq/00346,val
20561,spaq,spaq/00364,val
20565,spaq,spaq/00368,val
20567,spaq,spaq/00370,val
20572,spaq,spaq/00375,val
20579,spaq,spaq/00382,val
20584,spaq,spaq/00387,val
20587,spaq,spaq/00390,val
20593,spaq,spaq/00396,val
20595,spaq,spaq/00398,val
20602,spaq,spaq/00405,val
20606,spaq,spaq/00409,val
20610,spaq,spaq/00413,val
20611,spaq,spaq/00414,val
20616,spaq,spaq/00419,val
20618,spaq,spaq/00421,val
20628,spaq,spaq/00431,val
20635,spaq,spaq/00438,val
20638,spaq,spaq/00441,val
20640,spaq,spaq/00443,val
20653,spaq,spaq/00456,val
20657,spaq,spaq/00460,val
20662,spaq,spaq/00465,val
20665,spaq,spaq/00468,val
20669,spaq,spaq/00472,val
20671,spaq,spaq/00474,val
20674,spaq,spaq/00477,val
20680,spaq,spaq/00483,val
20681,spaq,spaq/00484,val
20689,spaq,spaq/00492,val
20698,spaq,spaq/00501,val
20699,spaq,spaq/00502,val
20714,spaq,spaq/00517,val
20722,spaq,spaq/00525,val
20725,spaq,spaq/00528,val
20727,spaq,spaq/00530,val
20728,spaq,spaq/00531,val
20729,spaq,spaq/00532,val
20738,spaq,spaq/00541,val
20741,spaq,spaq/00544,val
20745,spaq,spaq/00548,val
20758,spaq,spaq/00561,val
20763,spaq,spaq/00566,val
20766,spaq,spaq/00569,val
20769,spaq,spaq/00572,val
20776,spaq,spaq/00579,val
20782,spaq,spaq/00585,val
20784,spaq,spaq/00587,val
20786,spaq,spaq/00589,val
20798,spaq,spaq/00601,val
20802,spaq,spaq/00605,val
20806,spaq,spaq/00609,val
20823,spaq,spaq/00626,val
20834,spaq,spaq/00637,val
20835,spaq,spaq/00638,val
20840,spaq,spaq/00643,val
20841,spaq,spaq/00644,val
20847,spaq,spaq/00650,val
20849,spaq,spaq/00652,val
20857,spaq,spaq/00660,val
20860,spaq,spaq/00663,val
20863,spaq,spaq/00666,val
20865,spaq,spaq/00668,val
20866,spaq,spaq/00669,val
20876,spaq,spaq/00679,val
20877,spaq,spaq/00680,val
20882,spaq,spaq/00685,val
20886,spaq,spaq/00689,val
20892,spaq,spaq/00695,val
20893,spaq,spaq/00696,val
20895,spaq,spaq/00698,val
20902,spaq,spaq/00705,val
20904,spaq,spaq/00707,val
20912,spaq,spaq/00715,val
20913,spaq,spaq/00716,val
20914,spaq,spaq/00717,val
20918,spaq,spaq/00721,val
20921,spaq,spaq/00724,val
20923,spaq,spaq/00726,val
20925,spaq,spaq/00728,val
20933,spaq,spaq/00736,val
20936,spaq,spaq/00739,val
20940,spaq,spaq/00743,val
20941,spaq,spaq/00744,val
20945,spaq,spaq/00748,val
20952,spaq,spaq/00755,val
20956,spaq,spaq/00759,val
20965,spaq,spaq/00768,val
20968,spaq,spaq/00771,val
20970,spaq,spaq/00773,val
21000,spaq,spaq/00803,val
21007,spaq,spaq/00810,val
21011,spaq,spaq/00814,val
21012,spaq,spaq/00815,val
21013,spaq,spaq/00816,val
21016,spaq,spaq/00819,val
21021,spaq,spaq/00824,val
21025,spaq,spaq/00828,val
21027,spaq,spaq/00830,val
21031,spaq,spaq/00834,val
21032,spaq,spaq/00835,val
21036,spaq,spaq/00839,val
21037,spaq,spaq/00840,val
21040,spaq,spaq/00843,val
21042,spaq,spaq/00845,val
21046,spaq,spaq/00849,val
21048,spaq,spaq/00851,val
21049,spaq,spaq/00852,val
21058,spaq,spaq/00861,val
21066,spaq,spaq/00869,val
21069,spaq,spaq/00872,val
21074,spaq,spaq/00877,val
21083,spaq,spaq/00886,val
21085,spaq,spaq/00888,val
21086,spaq,spaq/00889,val
21088,spaq,spaq/00891,val
21090,spaq,spaq/00893,val
21104,spaq,spaq/00907,val
21106,spaq,spaq/00909,val
21107,spaq,spaq/00910,val
21109,spaq,spaq/00912,val
21114,spaq,spaq/00917,val
21116,spaq,spaq/00919,val
21128,spaq,spaq/00931,val
21136,spaq,spaq/00939,val
21139,spaq,spaq/00942,val
21142,spaq,spaq/00945,val
21153,spaq,spaq/00956,val
21155,spaq,spaq/00958,val
21164,spaq,spaq/00967,val
21165,spaq,spaq/00968,val
21172,spaq,spaq/00975,val
21175,spaq,spaq/00978,val
21187,spaq,spaq/00990,val
21197,spaq,spaq/01000,val
21201,spaq,spaq/01004,val
21203,spaq,spaq/01006,val
21213,spaq,spaq/01016,val
21215,spaq,spaq/01018,val
21216,spaq,spaq/01019,val
21217,spaq,spaq/01020,val
21218,spaq,spaq/01021,val
21221,spaq,spaq/01024,val
21230,spaq,spaq/01033,val
21234,spaq,spaq/01037,val
21244,spaq,spaq/01047,val
21248,spaq,spaq/01051,val
21250,spaq,spaq/01053,val
21257,spaq,spaq/01060,val
21260,spaq,spaq/01063,val
21261,spaq,spaq/01064,val
21262,spaq,spaq/01065,val
21266,spaq,spaq/01069,val
21267,spaq,spaq/01070,val
21268,spaq,spaq/01071,val
21271,spaq,spaq/01074,val
21272,spaq,spaq/01075,val
21277,spaq,spaq/01080,val
21280,spaq,spaq/01083,val
21283,spaq,spaq/01086,val
21285,spaq,spaq/01088,val
21287,spaq,spaq/01090,val
21290,spaq,spaq/01093,val
21292,spaq,spaq/01095,val
21295,spaq,spaq/01098,val
21307,spaq,spaq/01110,val
21320,spaq,spaq/01123,val
21322,spaq,spaq/01125,val
21324,spaq,spaq/01127,val
21332,spaq,spaq/01135,val
21333,spaq,spaq/01136,val
21334,spaq,spaq/01137,val
21341,spaq,spaq/01144,val
21345,spaq,spaq/01148,val
21346,spaq,spaq/01149,val
21347,spaq,spaq/01150,val
21349,spaq,spaq/01152,val
21354,spaq,spaq/01157,val
21358,spaq,spaq/01161,val
21364,spaq,spaq/01167,val
21369,spaq,spaq/01172,val
21384,spaq,spaq/01187,val
21387,spaq,spaq/01190,val
21388,spaq,spaq/01191,val
21398,spaq,spaq/01201,val
21400,spaq,spaq/01203,val
21401,spaq,spaq/01204,val
21405,spaq,spaq/01208,val
21410,spaq,spaq/01213,val
21423,spaq,spaq/01226,val
21430,spaq,spaq/01233,val
21458,spaq,spaq/01261,val
21459,spaq,spaq/01262,val
21470,spaq,spaq/01273,val
21478,spaq,spaq/01281,val
21480,spaq,spaq/01283,val
21486,spaq,spaq/01289,val
21488,spaq,spaq/01291,val
21496,spaq,spaq/01299,val
21501,spaq,spaq/01304,val
21510,spaq,spaq/01313,val
21521,spaq,spaq/01324,val
21525,spaq,spaq/01328,val
21529,spaq,spaq/01332,val
21531,spaq,spaq/01334,val
21538,spaq,spaq/01341,val
21539,spaq,spaq/01342,val
21540,spaq,spaq/01343,val
21546,spaq,spaq/01349,val
21550,spaq,spaq/01353,val
21552,spaq,spaq/01355,val
21554,spaq,spaq/01357,val
21564,spaq,spaq/01367,val
21567,spaq,spaq/01370,val
21568,spaq,spaq/01371,val
21569,spaq,spaq/01372,val
21570,spaq,spaq/01373,val
21573,spaq,spaq/01376,val
21586,spaq,spaq/01389,val
21587,spaq,spaq/01390,val
21594,spaq,spaq/01397,val
21596,spaq,spaq/01399,val
21604,spaq,spaq/01407,val
21609,spaq,spaq/01412,val
21610,spaq,spaq/01413,val
21611,spaq,spaq/01414,val
21612,spaq,spaq/01415,val
21622,spaq,spaq/01425,val
21626,spaq,spaq/01429,val
21631,spaq,spaq/01434,val
21639,spaq,spaq/01442,val
21643,spaq,spaq/01446,val
21645,spaq,spaq/01448,val
21646,spaq,spaq/01449,val
21647,spaq,spaq/01450,val
21649,spaq,spaq/01452,val
21656,spaq,spaq/01459,val
21666,spaq,spaq/01469,val
21668,spaq,spaq/01471,val
21673,spaq,spaq/01476,val
21674,spaq,spaq/01477,val
21683,spaq,spaq/01486,val
21687,spaq,spaq/01490,val
21710,spaq,spaq/01513,val
21711,spaq,spaq/01514,val
21725,spaq,spaq/01528,val
21733,spaq,spaq/01536,val
21734,spaq,spaq/01537,val
21739,spaq,spaq/01542,val
21740,spaq,spaq/01543,val
21748,spaq,spaq/01551,val
21751,spaq,spaq/01554,val
21754,spaq,spaq/01557,val
21762,spaq,spaq/01565,val
21766,spaq,spaq/01569,val
21780,spaq,spaq/01583,val
21787,spaq,spaq/01590,val
21788,spaq,spaq/01591,val
21794,spaq,spaq/01597,val
21800,spaq,spaq/01603,val
21802,spaq,spaq/01605,val
21805,spaq,spaq/01608,val
21808,spaq,spaq/01611,val
21809,spaq,spaq/01612,val
21813,spaq,spaq/01616,val
21824,spaq,spaq/01627,val
21841,spaq,spaq/01644,val
21847,spaq,spaq/01650,val
21848,spaq,spaq/01651,val
21850,spaq,spaq/01653,val
21851,spaq,spaq/01654,val
21856,spaq,spaq/01659,val
21857,spaq,spaq/01660,val
21863,spaq,spaq/01666,val
21874,spaq,spaq/01677,val
21880,spaq,spaq/01683,val
21887,spaq,spaq/01690,val
21889,spaq,spaq/01692,val
21900,spaq,spaq/01703,val
21902,spaq,spaq/01705,val
21905,spaq,spaq/01708,val
21906,spaq,spaq/01709,val
21913,spaq,spaq/01716,val
21916,spaq,spaq/01719,val
21921,spaq,spaq/01724,val
21943,spaq,spaq/01746,val
21951,spaq,spaq/01754,val
21963,spaq,spaq/01766,val
21967,spaq,spaq/01770,val
21974,spaq,spaq/01777,val
21988,spaq,spaq/01791,val
21999,spaq,spaq/01802,val
22003,spaq,spaq/01806,val
22006,spaq,spaq/01809,val
22007,spaq,spaq/01810,val
22010,spaq,spaq/01813,val
22024,spaq,spaq/01827,val
22026,spaq,spaq/01829,val
22027,spaq,spaq/01830,val
22031,spaq,spaq/01834,val
22034,spaq,spaq/01837,val
22037,spaq,spaq/01840,val
22045,spaq,spaq/01848,val
22046,spaq,spaq/01849,val
22054,spaq,spaq/01857,val
22067,spaq,spaq/01870,val
22071,spaq,spaq/01874,val
22073,spaq,spaq/01876,val
22078,spaq,spaq/01881,val
22079,spaq,spaq/01882,val
22084,spaq,spaq/01887,val
22087,spaq,spaq/01890,val
22090,spaq,spaq/01893,val
22097,spaq,spaq/01900,val
22103,spaq,spaq/01906,val
22111,spaq,spaq/01914,val
22112,spaq,spaq/01915,val
22129,spaq,spaq/01932,val
22133,spaq,spaq/01936,val
22134,spaq,spaq/01937,val
22140,spaq,spaq/01943,val
22141,spaq,spaq/01944,val
22147,spaq,spaq/01950,val
